  # SYNTHETICS FOR CO2        
 # of the CO2 data
  -797099.000      -400504.000     # Time-window (X): MIN/MAX
         573       # Number of data points
 #
 # Time(yearsBP)      CO2 (ppmv)     Sigma
  -797099.000      -7.44199287E-03   9.99999975E-06
  -796467.000       1.56409200E-03   9.99999975E-06
  -795202.000      -4.93419869E-03   9.99999975E-06
  -794608.000      -8.21809564E-03   9.99999975E-06
  -793260.000      -2.17613904E-03   9.99999975E-06
  -792943.000      -1.41156139E-03   9.99999975E-06
  -792081.000      -2.86869984E-03   9.99999975E-06
  -791491.000       2.45035766E-03   9.99999975E-06
  -790538.000       2.54067313E-03   9.99999975E-06
  -790153.000      -4.85025533E-03   9.99999975E-06
  -789381.000      -3.83490790E-03   9.99999975E-06
  -788887.000      -8.69461708E-03   9.99999975E-06
  -788033.000       4.20091848E-04   9.99999975E-06
  -787805.000      -3.17789381E-05   9.99999975E-06
  -787076.000      -1.56536084E-02   9.99999975E-06
  -786587.000       5.24205994E-03   9.99999975E-06
  -785789.000      -5.72533393E-03   9.99999975E-06
  -785413.000       6.04448095E-03   9.99999975E-06
  -784692.000       2.78434809E-03   9.99999975E-06
  -784147.000       1.24155078E-04   9.99999975E-06
  -783263.000      -1.23316259E-03   9.99999975E-06
  -782059.000      -7.30276713E-03   9.99999975E-06
  -781535.000      -4.30263346E-03   9.99999975E-06
  -780612.000      -2.25813128E-05   9.99999975E-06
  -780268.000       5.45681408E-03   9.99999975E-06
  -779364.000      -1.90033077E-03   9.99999975E-06
  -778798.000      -3.40574584E-03   9.99999975E-06
  -777900.000      -7.28806853E-03   9.99999975E-06
  -777556.000      -3.91877024E-03   9.99999975E-06
  -776636.000      -3.42221349E-03   9.99999975E-06
  -776037.000      -1.26093160E-03   9.99999975E-06
  -775051.000      -6.57425553E-04   9.99999975E-06
  -774548.000      -7.31620193E-03   9.99999975E-06
  -773680.000      -1.61057024E-03   9.99999975E-06
  -773043.000      -7.86789879E-03   9.99999975E-06
  -772076.000      -1.79768680E-03   9.99999975E-06
  -771708.000       3.18046613E-03   9.99999975E-06
  -771260.000       2.86723021E-04   9.99999975E-06
  -770994.000       1.74538093E-03   9.99999975E-06
  -770724.000       1.03338971E-05   9.99999975E-06
  -770447.000      -4.39946167E-03   9.99999975E-06
  -770133.000      -7.63066253E-03   9.99999975E-06
  -769787.000      -5.47795789E-05   9.99999975E-06
  -769514.000      -1.68096717E-03   9.99999975E-06
  -769050.000       1.05713587E-03   9.99999975E-06
  -768655.000       3.03936354E-03   9.99999975E-06
  -767737.000      -3.94796347E-03   9.99999975E-06
  -767096.000       6.49980502E-04   9.99999975E-06
  -766110.000      -1.15536908E-02   9.99999975E-06
  -765735.000       4.48973477E-03   9.99999975E-06
  -764833.000       4.86367010E-03   9.99999975E-06
  -764249.000       5.03513124E-03   9.99999975E-06
  -763934.000      -6.13798294E-03   9.99999975E-06
  -763686.000       3.66812432E-03   9.99999975E-06
  -763319.000       6.00673724E-03   9.99999975E-06
  -762871.000      -4.43588331E-04   9.99999975E-06
  -762064.000      -3.20466049E-03   9.99999975E-06
  -761453.000      -1.46560051E-04   9.99999975E-06
  -760500.000      -2.00027134E-04   9.99999975E-06
  -760202.000      -1.68957748E-04   9.99999975E-06
  -759306.000      -3.77967558E-03   9.99999975E-06
  -758883.000       4.88063088E-03   9.99999975E-06
  -758475.000      -2.73312442E-03   9.99999975E-06
  -758259.000      -8.28073453E-03   9.99999975E-06
  -757962.000      -1.06712047E-03   9.99999975E-06
  -757561.000      -9.09425691E-03   9.99999975E-06
  -756871.000      -6.58721523E-03   9.99999975E-06
  -756357.000      -1.13006504E-02   9.99999975E-06
  -755495.000       2.86825397E-03   9.99999975E-06
  -755241.000       2.78389012E-03   9.99999975E-06
  -754394.000      -1.56368711E-03   9.99999975E-06
  -753984.000      -1.04891264E-03   9.99999975E-06
  -752978.000      -2.07403582E-03   9.99999975E-06
  -752605.000      -1.05439126E-02   9.99999975E-06
  -751830.000      -1.91215670E-03   9.99999975E-06
  -751301.000       4.26252559E-03   9.99999975E-06
  -750476.000       4.81897267E-03   9.99999975E-06
  -750194.000      -2.14145100E-03   9.99999975E-06
  -749401.000      -2.54995422E-03   9.99999975E-06
  -748913.000       5.34814922E-03   9.99999975E-06
  -748101.000       1.10432063E-03   9.99999975E-06
  -747759.000       5.06475940E-03   9.99999975E-06
  -747110.000       6.43698033E-03   9.99999975E-06
  -746643.000      -4.56417631E-03   9.99999975E-06
  -745836.000      -9.59877856E-03   9.99999975E-06
  -744843.000       5.06654941E-03   9.99999975E-06
  -744354.000      -7.77580449E-03   9.99999975E-06
  -743589.000      -2.50391429E-04   9.99999975E-06
  -743233.000       1.12147874E-03   9.99999975E-06
  -742558.000      -2.14857119E-03   9.99999975E-06
  -742075.000      -3.61853186E-03   9.99999975E-06
  -741307.000       1.91399455E-03   9.99999975E-06
  -741021.000      -7.39763863E-03   9.99999975E-06
  -740277.000       3.26582068E-03   9.99999975E-06
  -739842.000      -9.99798812E-03   9.99999975E-06
  -739137.000       1.21616991E-02   9.99999975E-06
  -738844.000      -3.54474410E-03   9.99999975E-06
  -738272.000       2.16963049E-03   9.99999975E-06
  -737889.000       4.81714960E-03   9.99999975E-06
  -737266.000       1.12660071E-02   9.99999975E-06
  -737034.000      -3.80816346E-04   9.99999975E-06
  -736460.000       4.78890166E-03   9.99999975E-06
  -736079.000      -7.51669286E-03   9.99999975E-06
  -735459.000       4.49860329E-03   9.99999975E-06
  -735167.000       8.14937241E-03   9.99999975E-06
  -734604.000      -5.58854407E-03   9.99999975E-06
  -734223.000      -1.37257914E-03   9.99999975E-06
  -733543.000      -7.26237602E-04   9.99999975E-06
  -733261.000      -6.06186641E-03   9.99999975E-06
  -732548.000      -9.14466009E-03   9.99999975E-06
  -732141.000      -3.93917225E-03   9.99999975E-06
  -731329.000       1.02384891E-02   9.99999975E-06
  -730949.000      -2.56439578E-03   9.99999975E-06
  -730299.000      -5.14825433E-03   9.99999975E-06
  -728921.000       3.82597186E-03   9.99999975E-06
  -728568.000       8.01193342E-03   9.99999975E-06
  -727732.000       5.39364712E-03   9.99999975E-06
  -727192.000       1.20136226E-02   9.99999975E-06
  -726322.000      -3.59992078E-03   9.99999975E-06
  -725937.000       2.84317741E-03   9.99999975E-06
  -725059.000       3.60490824E-03   9.99999975E-06
  -724445.000       1.10141677E-03   9.99999975E-06
  -723464.000      -1.03707323E-02   9.99999975E-06
  -723133.000       1.46493234E-03   9.99999975E-06
  -722039.000      -5.74940257E-03   9.99999975E-06
  -721318.000      -2.75740307E-03   9.99999975E-06
  -720337.000      -5.12011629E-03   9.99999975E-06
  -719794.000      -7.32505508E-03   9.99999975E-06
  -718779.000       5.01829293E-03   9.99999975E-06
  -718064.000       1.19998003E-03   9.99999975E-06
  -717065.000       2.13617925E-03   9.99999975E-06
  -716704.000      -5.54172974E-03   9.99999975E-06
  -715750.000      -5.19000925E-03   9.99999975E-06
  -715180.000      -7.05136452E-04   9.99999975E-06
  -714288.000      -4.45741881E-03   9.99999975E-06
  -713843.000       8.71422142E-03   9.99999975E-06
  -712833.000       2.54746643E-03   9.99999975E-06
  -711421.000       4.49081277E-03   9.99999975E-06
  -711104.000       8.61968030E-04   9.99999975E-06
  -710237.000      -5.69158047E-03   9.99999975E-06
  -709680.000       1.53447676E-03   9.99999975E-06
  -706409.000       1.57313515E-03   9.99999975E-06
  -706141.000       3.05704447E-03   9.99999975E-06
  -705410.000       6.57739118E-03   9.99999975E-06
  -704973.000      -5.17018372E-03   9.99999975E-06
  -704211.000       3.09687434E-03   9.99999975E-06
  -703934.000      -4.49825311E-03   9.99999975E-06
  -703384.000      -3.55013716E-03   9.99999975E-06
  -702988.000      -1.13521656E-03   9.99999975E-06
  -702381.000       5.58062922E-03   9.99999975E-06
  -702158.000      -3.12961638E-03   9.99999975E-06
  -701606.000      -9.63596068E-03   9.99999975E-06
  -701242.000       2.61901040E-03   9.99999975E-06
  -700744.000       3.24242003E-03   9.99999975E-06
  -700389.000      -1.21860905E-02   9.99999975E-06
  -699909.000       5.64468792E-03   9.99999975E-06
  -699633.000       1.30029581E-03   9.99999975E-06
  -699102.000      -8.33365414E-03   9.99999975E-06
  -698880.000      -2.63812463E-03   9.99999975E-06
  -698386.000       4.58684936E-03   9.99999975E-06
  -698120.000       2.28702510E-03   9.99999975E-06
  -697660.000      -5.67208184E-03   9.99999975E-06
  -697331.000      -6.04547793E-03   9.99999975E-06
  -696963.000      -1.14212197E-03   9.99999975E-06
  -696717.000      -4.38484037E-03   9.99999975E-06
  -696287.000       8.04385543E-03   9.99999975E-06
  -696062.000      -3.29923583E-03   9.99999975E-06
  -695618.000       3.42897279E-03   9.99999975E-06
  -695383.000      -1.07296987E-03   9.99999975E-06
  -694941.000      -5.64531889E-03   9.99999975E-06
  -694672.000      -5.26199117E-03   9.99999975E-06
  -694300.000       2.60400912E-03   9.99999975E-06
  -694068.000      -3.38585163E-03   9.99999975E-06
  -693639.000       5.87311108E-03   9.99999975E-06
  -693433.000       5.71131101E-03   9.99999975E-06
  -692990.000      -3.11945588E-03   9.99999975E-06
  -692765.000      -5.39731001E-03   9.99999975E-06
  -692338.000       1.01173175E-02   9.99999975E-06
  -692057.000      -7.84176309E-03   9.99999975E-06
  -691672.000       3.56481038E-03   9.99999975E-06
  -691432.000      -5.22704143E-03   9.99999975E-06
  -690999.000       2.58977991E-03   9.99999975E-06
  -690771.000       2.16770964E-03   9.99999975E-06
  -690294.000      -5.65174595E-03   9.99999975E-06
  -690057.000      -4.12296131E-03   9.99999975E-06
  -689603.000      -6.74549490E-04   9.99999975E-06
  -689304.000       2.57054996E-03   9.99999975E-06
  -688881.000      -5.02426317E-03   9.99999975E-06
  -688652.000      -8.24271876E-04   9.99999975E-06
  -688195.000       6.03956636E-03   9.99999975E-06
  -687949.000      -2.18028529E-03   9.99999975E-06
  -687470.000      -1.06339250E-03   9.99999975E-06
  -687227.000       4.37292503E-03   9.99999975E-06
  -686726.000      -5.01983240E-03   9.99999975E-06
  -686425.000      -3.49306501E-04   9.99999975E-06
  -685980.000      -1.45101338E-04   9.99999975E-06
  -685716.000      -1.03055732E-02   9.99999975E-06
  -685217.000       2.57858308E-04   9.99999975E-06
  -684949.000      -5.77141438E-03   9.99999975E-06
  -684419.000       3.12839262E-03   9.99999975E-06
  -684142.000       6.72628346E-04   9.99999975E-06
  -683612.000       2.88448762E-03   9.99999975E-06
  -683262.000      -2.25198781E-03   9.99999975E-06
  -682762.000       8.76234751E-03   9.99999975E-06
  -682446.000       2.94083939E-03   9.99999975E-06
  -681849.000      -1.95846381E-03   9.99999975E-06
  -681531.000       1.10764557E-03   9.99999975E-06
  -680920.000       6.64903503E-03   9.99999975E-06
  -680608.000       1.24430927E-02   9.99999975E-06
  -680081.000      -4.38377354E-03   9.99999975E-06
  -679732.000      -8.96021142E-04   9.99999975E-06
  -679252.000      -1.33862218E-03   9.99999975E-06
  -678914.000      -6.02046400E-03   9.99999975E-06
