MOD:   CHAIN   MOVE      ACC      LPPD           LPPD0             LHNORM         LHNORM0  N  HPARAM
MOD:  7    510000    1                -1            613.24822998            613.24822998           3600.28662109           3600.28662109     1        2.72877
MOD:  7    520000    4                -1            536.22937012            536.22937012           3640.90771484           3640.90771484     1        2.75956
MOD:  7    530000    4                 1            573.40722656            573.40722656           3620.40649414           3620.40649414     1        2.74402
MOD:  7    540000    5                 0         935099.00000000            521.53265381           3647.27954102           3647.27954102     1        2.76439
MOD:  7    550000    5                 1            560.84185791            560.84185791           3625.69824219           3625.69824219     1        2.74803
MOD:  7    560000    3                 1            564.50653076            564.50653076           3624.41748047           3624.41748047     1        2.74706
MOD:  7    570000    5                 1            591.95697021            591.95697021           3611.85449219           3611.85449219     1        2.73754
MOD:  7    580000    1                 0            415.23550415            608.74487305           3712.01171875           3602.41040039     1        2.73038
MOD:  7    590000    4                 1            579.26086426            579.26086426           3617.05371094           3617.05371094     1        2.74148
MOD:  7    600000    1                 1            602.86108398            602.86108398           3607.87304688           3607.87304688     1        2.73452
MOD:  7    610000    1                 0            803.47467041            606.40606689           3523.26611328           3603.88598633     1        2.73150
MOD:  7    620000    2                 1            539.83599854            539.83599854           3636.66552734           3636.66552734     1        2.75634
MOD:  7    630000    4                 1            583.73120117            583.73120117           3616.34667969           3616.34667969     1        2.74094
MOD:  7    640000    2                 1            581.73858643            581.73858643           3612.07104492           3612.07104492     2        2.73770
MOD:  7    650000    4                 0            542.38989258            541.19299316           3626.25537109           3626.25537109     2        2.74845
MOD:  7    660000    1                 0            415.38674927            567.62060547           3713.80737305           3624.34985352     1        2.74701
MOD:  7    670000    4                 0            569.25115967            567.35620117           3624.92382812           3624.92382812     1        2.74744
MOD:  7    680000    4                 0            578.56463623            573.94128418           3620.53588867           3620.53588867     1        2.74412
MOD:  7    690000    1                 0            396.24670410            507.14077759           3726.41064453           3655.71655273     1        2.77078
MOD:  7    700000    2                 1            623.44470215            623.44470215           3596.18823242           3596.18823242     1        2.72566
MOD:  7    710000    5                 0         191442.20312500            585.96282959           3614.07763672           3614.07763672     1        2.73922
MOD:  7    720000    1                 0            483.32147217            599.66442871           3669.00268555           3607.20800781     1        2.73402
MOD:  7    730000    5                 1            568.01873779            568.01873779           3622.86914062           3622.86914062     1        2.74589
MOD:  7    740000    1                 0            642.25915527            574.11560059           3590.45434570           3622.58837891     1        2.74567
MOD:  7    750000    4                 0            565.41271973            550.54626465           3631.48828125           3631.48828125     1        2.75242
MOD:  7    760000    1                 0            800.07574463            636.53240967           3525.28125000           3590.79541016     1        2.72158
MOD:  7    770000    5                 0        1560068.37500000            523.67633057           3646.62963867           3646.62963867     1        2.76389
MOD:  7    780000    4                 1            577.91717529            577.91717529           3617.20605469           3617.20605469     1        2.74159
MOD:  7    790000    3                 0          11194.95019531            522.71606445           3648.11499023           3648.11499023     1        2.76502
MOD:  7    800000    4                 1            529.80364990            529.80364990           3643.98095703           3643.98095703     1        2.76189
MOD:  7    810000    1                 0            357.78244019            531.65197754           3756.55761719           3643.08569336     1        2.76121
MOD:  7    820000    1                 0            352.20401001            540.02130127           3759.82592773           3637.37646484     1        2.75688
MOD:  7    830000    4                -1            529.75000000            529.75000000           3640.05175781           3640.05175781     2        2.75891
MOD:  7    840000    2                 1            579.21368408            579.21368408           3617.37963867           3617.37963867     1        2.74172
MOD:  7    850000    1                 0            740.59765625            621.42364502           3546.04541016           3596.31030273     1        2.72576
MOD:  7    860000    2                 1            623.95782471            623.95782471           3595.94750977           3595.94750977     1        2.72548
MOD:  7    870000    3                 0          29665.20507812            563.42254639           3624.56298828           3624.56298828     1        2.74717
MOD:  7    880000    5                 1            584.35046387            584.35046387           3614.54394531           3614.54394531     1        2.73958
MOD:  7    890000    4                 0            553.08721924            544.32720947           3635.85009766           3635.85009766     1        2.75572
MOD:  7    900000    4                 0            565.73913574            562.46075439           3625.08251953           3625.08251953     1        2.74756
MOD:  7    910000    3                 0          14559.79296875            562.45733643           3624.74438477           3624.74438477     1        2.74731
MOD:  7    920000    3                 0           1280.15649414            497.00808716           3660.74926758           3660.74926758     1        2.77460
MOD:  7    930000    5                 0          18058.35937500            606.79455566           3605.03027344           3605.03027344     1        2.73236
MOD:  7    940000    2                 1            542.67926025            542.67926025           3635.28369141           3635.28369141     1        2.75529
MOD:  7    950000    1                 0            681.77142334            553.23266602           3570.30102539           3630.15527344     1        2.75141
MOD:  7    960000    4                -1            624.35290527            624.35290527           3595.02978516           3595.02978516     1        2.72478
MOD:  7    970000    1                 0            761.68835449            582.36053467           3538.49584961           3615.40625000     1        2.74023
MOD:  7    980000    1                 0            673.19458008            548.55047607           3573.26416016           3631.92626953     1        2.75275
MOD:  7    990000    2                 1            548.35516357            548.35516357           3632.46289062           3632.46289062     1        2.75316
MOD:  7   1000000    1                 0            900.01690674            575.44360352           3492.41210938           3620.55541992     1        2.74413
MOD:  7   1010000    3                 1            580.04296875            580.04296875           3616.89062500           3616.89062500     1        2.74135
MOD:  7   1020000    4                 1            553.55267334            553.55267334           3631.25512695           3631.25512695     1        2.75224
MOD:  7   1030000    5                 0          63965.50781250            549.77301025           3631.78442383           3631.78442383     1        2.75264
MOD:  7   1040000    2                 1            599.27062988            599.27062988           3606.77807617           3606.77807617     1        2.73369
MOD:  7   1050000    1                 1            588.27563477            588.27563477           3613.78100586           3613.78100586     1        2.73900
MOD:  7   1060000    4                 0            534.40533447            528.44647217           3644.74462891           3644.74462891     1        2.76247
MOD:  7   1070000    1                -1            584.79412842            584.79412842           3615.74829102           3615.74829102     1        2.74049
MOD:  7   1080000    1                -1            630.51751709            630.51751709           3592.00537109           3592.00537109     1        2.72249
MOD:  7   1090000    3                 1            539.83209229            539.83209229           3639.04516602           3639.04516602     1        2.75815
MOD:  7   1100000    5                 0        1944248.12500000            620.46380615           3599.20263672           3599.20263672     1        2.72795
MOD:  7   1110000    5                 0          74221.75781250            555.32598877           3629.78906250           3629.78906250     1        2.75113
MOD:  7   1120000    3                 0           1997.19409180            580.44555664           3615.68701172           3615.68701172     1        2.74044
MOD:  7   1130000    2                 1            651.24859619            651.24859619           3584.90600586           3584.90600586     1        2.71711
MOD:  7   1140000    2                 1            567.89471436            567.89471436           3623.62377930           3623.62377930     1        2.74646
MOD:  7   1150000    5                 0         635479.87500000            586.04461670           3613.82495117           3613.82495117     1        2.73903
MOD:  7   1160000    2                 1            523.78875732            523.78875732           3645.44531250           3645.44531250     1        2.76300
MOD:  7   1170000    2                 1            511.97845459            511.97845459           3651.77465820           3651.77465820     1        2.76779
MOD:  7   1180000    3                 0           4369.02490234            558.84729004           3629.28369141           3629.28369141     1        2.75075
MOD:  7   1190000    3                 1            592.19708252            592.19708252           3610.54589844           3610.54589844     1        2.73655
MOD:  7   1200000    5                 1            637.86029053            637.86029053           3590.91455078           3590.91455078     1        2.72167
MOD:  7   1210000    3                 0          38410.82421875            591.29455566           3611.93261719           3611.93261719     1        2.73760
MOD:  7   1220000    4                 1            534.41656494            534.41656494           3642.34448242           3642.34448242     1        2.76065
MOD:  7   1230000    2                 1            532.56890869            532.56890869           3640.61767578           3640.61767578     1        2.75934
MOD:  7   1240000    4                 1            530.74743652            530.74743652           3641.40820312           3641.40820312     1        2.75994
MOD:  7   1250000    1                 0            505.93084717            596.16986084           3657.52294922           3610.50097656     1        2.73651
MOD:  7   1260000    4                 1            535.26068115            535.26068115           3638.95214844           3638.95214844     1        2.75807
MOD:  7   1270000    1                 0            893.46502686            605.82299805           3494.37158203           3605.68212891     1        2.73286
MOD:  7   1280000    2                 1            579.34313965            579.34313965           3616.80297852           3616.80297852     1        2.74129
MOD:  7   1290000    1                 0            723.66107178            570.33959961           3544.59814453           3612.81103516     2        2.73826
MOD:  7   1300000    4                -1            590.99475098            590.99475098           3610.94555664           3610.94555664     1        2.73685
MOD:  7   1310000    5                 1            590.81524658            590.81524658           3611.81958008           3611.81958008     1        2.73751
MOD:  7   1320000    4                 0            560.39135742            551.53216553           3632.02783203           3632.02783203     1        2.75283
MOD:  7   1330000    2                 1            562.90130615            562.90130615           3625.16845703           3625.16845703     1        2.74763
MOD:  7   1340000    2                 1            559.62005615            559.62005615           3626.41333008           3626.41333008     1        2.74857
MOD:  7   1350000    5                 1            500.77111816            500.77111816           3662.42871094           3662.42871094     1        2.77587
MOD:  7   1360000    3                 0          26311.91406250            551.88958740           3631.03833008           3631.03833008     1        2.75208
MOD:  7   1370000    1                 0            373.44720459            503.92642212           3742.49853516           3656.64770508     1        2.77149
MOD:  7   1380000    5                 0        2224798.25000000            589.47882080           3611.35449219           3611.35449219     1        2.73716
MOD:  7   1390000    2                 1            536.88311768            536.88311768           3638.07226562           3638.07226562     1        2.75741
MOD:  7   1400000    2                 1            578.91137695            578.91137695           3617.00146484           3617.00146484     1        2.74144
MOD:  7   1410000    2                 1            522.56781006            522.56781006           3646.44848633           3646.44848633     1        2.76376
MOD:  7   1420000    2                 1            572.02490234            572.02490234           3622.84570312           3622.84570312     1        2.74587
MOD:  7   1430000    5                 1            565.07360840            565.07360840           3624.31445312           3624.31445312     1        2.74698
MOD:  7   1440000    2                 1            585.31329346            585.31329346           3613.45800781           3613.45800781     1        2.73875
MOD:  7   1450000    1                 0            849.16625977            619.92980957           3506.71557617           3596.86206055     1        2.72617
MOD:  7   1460000    5                 1            590.00128174            590.00128174           3611.40747070           3611.40747070     1        2.73720
MOD:  7   1470000    3                 1            542.94439697            542.94439697           3636.31469727           3636.31469727     1        2.75608
MOD:  7   1480000    5                 1            561.26855469            561.26855469           3626.32250977           3626.32250977     1        2.74850
MOD:  7   1490000    5                 0         148333.90625000            542.18096924           3635.76416016           3635.76416016     1        2.75566
MOD:  7   1500000    5                 0         327558.43750000            502.69378662           3657.03198242           3657.03198242     1        2.77178
MOD:  7   1510000    5                 0        2802664.00000000            560.88995361           3626.97290039           3626.97290039     1        2.74900
MOD:  7   1520000    1                 0            795.01483154            614.29541016           3527.06762695           3600.95166016     1        2.72927
MOD:  7   1530000    4                 1            552.49725342            552.49725342           3630.11547852           3630.11547852     1        2.75138
MOD:  7   1540000    1                 0            387.18548584            499.58410645           3733.54418945           3660.52319336     1        2.77442
MOD:  7   1550000    1                 0            421.33428955            636.09033203           3710.15820312           3592.14477539     1        2.72260
MOD:  7   1560000    1                 0            695.60723877            570.78704834           3565.41894531           3622.07958984     1        2.74529
MOD:  7   1570000    2                 1            566.60308838            566.60308838           3622.79736328           3622.79736328     1        2.74583
MOD:  7   1580000    1                 1            576.44207764            576.44207764           3620.80688477           3620.80688477     1        2.74432
MOD:  7   1590000    2                 1            569.03247070            569.03247070           3622.54052734           3622.54052734     1        2.74564
MOD:  7   1600000    4                 1            614.16906738            614.16906738           3599.56445312           3599.56445312     1        2.72822
MOD:  7   1610000    3                 0            626.21990967            618.49908447           3597.49316406           3597.49316406     1        2.72665
MOD:  7   1620000    3                 0           1375.52270508            608.56207275           3602.19653320           3602.19653320     1        2.73022
MOD:  7   1630000    3                 0          12839.55664062            609.52740479           3593.13281250           3593.13281250     2        2.72335
MOD:  7   1640000    3                 0           1254.56433105            554.37677002           3620.53393555           3620.53393555     2        2.74412
MOD:  7   1650000    2                 1            529.97540283            529.97540283           3634.51538086           3634.51538086     2        2.75471
MOD:  7   1660000    4                 0            561.01147461            555.46704102           3626.43994141           3626.43994141     2        2.74859
MOD:  7   1670000    1                 0            378.27337646            560.43872070           3738.42675781           3625.80273438     1        2.74811
MOD:  7   1680000    3                 1            569.22106934            569.22106934           3622.68188477           3622.68188477     1        2.74574
MOD:  7   1690000    2                 1            587.43652344            587.43652344           3613.87866211           3613.87866211     1        2.73907
MOD:  7   1700000    2                 1            602.74676514            602.74676514           3605.26757812           3605.26757812     1        2.73254
MOD:  7   1710000    1                 1            537.94244385            537.94244385           3640.15039062           3640.15039062     1        2.75898
MOD:  7   1720000    3                 0           2908.86035156            574.14611816           3621.90917969           3621.90917969     1        2.74516
MOD:  7   1730000    5                 1            539.89733887            539.89733887           3636.38452148           3636.38452148     1        2.75613
MOD:  7   1740000    5                 1            568.06127930            568.06127930           3622.48022461           3622.48022461     1        2.74559
MOD:  7   1750000    5                 0        1011685.12500000            666.58355713           3576.59448242           3576.59448242     1        2.71081
MOD:  7   1760000    5                 1            590.51165771            590.51165771           3612.91259766           3612.91259766     1        2.73834
MOD:  7   1770000    3                 0           8846.30371094            589.07379150           3611.81665039           3611.81665039     1        2.73751
MOD:  7   1780000    2                 1            608.66186523            608.66186523           3602.08862305           3602.08862305     1        2.73013
MOD:  7   1790000    2                 1            560.42108154            560.42108154           3625.75561523           3625.75561523     1        2.74807
MOD:  7   1800000    4                 1            511.47439575            511.47439575           3652.63476562           3652.63476562     1        2.76845
MOD:  7   1810000    1                 0            403.56170654            540.63464355           3720.51562500           3636.73876953     1        2.75640
MOD:  7   1820000    2                 1            562.43078613            562.43078613           3624.84448242           3624.84448242     1        2.74738
MOD:  7   1830000    2                 1            605.06323242            605.06323242           3604.90747070           3604.90747070     1        2.73227
MOD:  7   1840000    1                -1            575.30407715            575.30407715           3619.78393555           3619.78393555     1        2.74355
MOD:  7   1850000    4                 1            605.35620117            605.35620117           3604.58496094           3604.58496094     1        2.73203
MOD:  7   1860000    3                 1            574.97131348            574.97131348           3621.87182617           3621.87182617     1        2.74513
MOD:  7   1870000    1                 0            491.74569702            583.16442871           3667.82568359           3618.97534180     1        2.74293
MOD:  7   1880000    5                 0          17651.69531250            556.63446045           3629.87377930           3629.87377930     1        2.75119
MOD:  7   1890000    4                 0            529.49151611            527.12670898           3644.42968750           3644.42968750     1        2.76223
MOD:  7   1900000    3                 0          15902.72851562            599.21575928           3610.54101562           3610.54101562     1        2.73654
MOD:  7   1910000    3                 0           6095.46630859            554.13977051           3630.00268555           3630.00268555     1        2.75129
MOD:  7   1920000    4                 1            555.12152100            555.12152100           3629.85644531           3629.85644531     1        2.75118
MOD:  7   1930000    1                 1            573.57171631            573.57171631           3619.35253906           3619.35253906     1        2.74322
MOD:  7   1940000    5                 0          76728.21875000            563.09893799           3627.20556641           3627.20556641     1        2.74917
MOD:  7   1950000    4                 0            586.24682617            578.02655029           3616.81079102           3616.81079102     1        2.74129
MOD:  7   1960000    5                 1            575.56945801            575.56945801           3618.84887695           3618.84887695     1        2.74284
MOD:  7   1970000    4                 0            588.95758057            588.23602295           3613.34887695           3613.34887695     1        2.73867
MOD:  7   1980000    2                 1            571.80718994            571.80718994           3622.14965820           3622.14965820     1        2.74534
MOD:  7   1990000    5                 0         296615.87500000            618.68713379           3598.36816406           3598.36816406     1        2.72732
MOD:  7   2000000    5                 1            590.90625000            590.90625000           3613.27294922           3613.27294922     1        2.73861
MOD:  7   2010000    3                 1            529.99151611            529.99151611           3642.46215820           3642.46215820     1        2.76074
MOD:  7   2020000    1                 0            376.56057739            552.20770264           3740.84814453           3631.16284180     1        2.75217
MOD:  7   2030000    3                 0            860.53778076            578.53814697           3619.22656250           3619.22656250     1        2.74312
MOD:  7   2040000    2                 1            533.89935303            533.89935303           3641.44995117           3641.44995117     1        2.75997
MOD:  7   2050000    2                 1            586.11700439            586.11700439           3612.82714844           3612.82714844     1        2.73827
MOD:  7   2060000    3                 0          37304.27343750            502.45007324           3659.60620117           3659.60620117     1        2.77373
MOD:  7   2070000    5                 0         103041.93750000            598.21569824           3607.99975586           3607.99975586     1        2.73462
MOD:  7   2080000    1                 0            398.03176880            580.46911621           3725.07836914           3616.98095703     1        2.74142
MOD:  7   2090000    4                 0            566.72644043            561.29357910           3626.00585938           3626.00585938     1        2.74826
MOD:  7   2100000    4                -1            630.65191650            630.65191650           3593.07983398           3593.07983398     1        2.72331
MOD:  7   2110000    2                 1            590.14782715            590.14782715           3611.78100586           3611.78100586     1        2.73748
MOD:  7   2120000    5                 1            617.58123779            617.58123779           3598.05444336           3598.05444336     1        2.72708
MOD:  7   2130000    5                 1            578.85473633            578.85473633           3617.60717773           3617.60717773     1        2.74190
MOD:  7   2140000    2                 1            571.26824951            571.26824951           3620.86645508           3620.86645508     1        2.74437
MOD:  7   2150000    2                 1            549.83129883            549.83129883           3633.15112305           3633.15112305     1        2.75368
MOD:  7   2160000    4                -1            563.60144043            563.60144043           3624.64501953           3624.64501953     1        2.74723
MOD:  7   2170000    2                 1            560.61834717            560.61834717           3626.94482422           3626.94482422     1        2.74897
MOD:  7   2180000    5                 1            609.28137207            609.28137207           3602.08715820           3602.08715820     1        2.73013
MOD:  7   2190000    5                 1            591.74969482            591.74969482           3611.47680664           3611.47680664     1        2.73725
MOD:  7   2200000    5                 0        1502223.12500000            517.12762451           3649.57153320           3649.57153320     1        2.76612
MOD:  7   2210000    3                 0           1564.89892578            527.50756836           3644.98461914           3644.98461914     1        2.76265
MOD:  7   2220000    4                -1            579.92132568            579.92132568           3620.41430664           3620.41430664     1        2.74402
MOD:  7   2230000    5                 1            622.31964111            622.31964111           3597.30468750           3597.30468750     1        2.72651
MOD:  7   2240000    4                 1            578.38616943            578.38616943           3617.76171875           3617.76171875     1        2.74201
MOD:  7   2250000    2                 1            543.72125244            543.72125244           3636.68823242           3636.68823242     1        2.75636
MOD:  7   2260000    3                 1            589.51446533            589.51446533           3611.67773438           3611.67773438     1        2.73740
MOD:  7   2270000    1                 0            722.12164307            541.94793701           3554.55224609           3636.78442383     1        2.75643
MOD:  7   2280000    4                 1            630.64190674            630.64190674           3593.57836914           3593.57836914     1        2.72368
MOD:  7   2290000    1                 0            913.03936768            577.20172119           3486.92578125           3618.31079102     1        2.74243
MOD:  7   2300000    1                 0            714.41424561            580.17712402           3556.78173828           3616.41088867     1        2.74099
MOD:  7   2310000    2                 1            608.53918457            608.53918457           3602.48510742           3602.48510742     1        2.73044
MOD:  7   2320000    4                -1            527.77264404            527.77264404           3645.53076172           3645.53076172     1        2.76306
MOD:  7   2330000    2                 1            652.76501465            652.76501465           3583.46557617           3583.46557617     1        2.71602
MOD:  7   2340000    4                 0            571.03955078            568.05755615           3622.95458984           3622.95458984     1        2.74595
MOD:  7   2350000    5                 0         801193.12500000            580.06378174           3617.38525391           3617.38525391     1        2.74173
MOD:  7   2360000    3                 0           6522.64697266            599.93798828           3608.33374023           3608.33374023     1        2.73487
MOD:  7   2370000    3                 0            664.22088623            621.98034668           3600.61206055           3600.61206055     1        2.72902
MOD:  7   2380000    1                -1            524.34973145            524.34973145           3645.60742188           3645.60742188     1        2.76312
MOD:  7   2390000    5                 0         471149.15625000            489.20510864           3665.91235352           3665.91235352     1        2.77851
MOD:  7   2400000    4                -1            586.32379150            586.32379150           3613.68212891           3613.68212891     1        2.73892
MOD:  7   2410000    4                -1            592.63629150            592.63629150           3610.93115234           3610.93115234     1        2.73684
MOD:  7   2420000    1                 0            847.11907959            603.84710693           3509.91772461           3606.90332031     1        2.73378
MOD:  7   2430000    1                 0            615.50701904            609.38391113           3600.66943359           3603.53393555     1        2.73123
MOD:  7   2440000    2                 1            581.31182861            581.31182861           3615.32763672           3615.32763672     1        2.74017
MOD:  7   2450000    4                 1            565.76055908            565.76055908           3625.87597656           3625.87597656     1        2.74816
MOD:  7   2460000    2                 1            570.51751709            570.51751709           3621.17480469           3621.17480469     1        2.74460
MOD:  7   2470000    3                 1            605.27282715            605.27282715           3603.97802734           3603.97802734     1        2.73157
MOD:  7   2480000    5                 0        1962541.62500000            624.08276367           3594.86083984           3594.86083984     1        2.72466
MOD:  7   2490000    3                 0          30518.61914062            628.27740479           3595.39599609           3595.39599609     1        2.72506
MOD:  7   2500000    3                 0           4476.07275391            541.87109375           3635.95458984           3635.95458984     1        2.75580
MOD:  7   2510000    2                 1            550.67102051            550.67102051           3631.42846680           3631.42846680     1        2.75237
MOD:  7   2520000    2                 1            570.41949463            570.41949463           3620.90209961           3620.90209961     1        2.74439
MOD:  7   2530000    4                -1            576.84423828            576.84423828           3619.35620117           3619.35620117     1        2.74322
MOD:  7   2540000    2                 1            539.83795166            539.83795166           3637.29614258           3637.29614258     1        2.75682
MOD:  7   2550000    2                 1            624.83123779            624.83123779           3594.95678711           3594.95678711     1        2.72473
MOD:  7   2560000    5                 1            582.79638672            582.79638672           3615.01220703           3615.01220703     1        2.73993
MOD:  7   2570000    4                 0            571.81207275            566.06011963           3623.43652344           3623.43652344     1        2.74632
MOD:  7   2580000    3                 0           3483.74853516            608.23138428           3602.66894531           3602.66894531     1        2.73057
MOD:  7   2590000    1                 0            406.96768188            556.01806641           3717.84326172           3628.43579102     1        2.75010
MOD:  7   2600000    2                 1            571.83251953            571.83251953           3621.47607422           3621.47607422     1        2.74483
MOD:  7   2610000    2                 1            568.76580811            568.76580811           3622.63134766           3622.63134766     1        2.74570
MOD:  7   2620000    2                 1            607.95129395            607.95129395           3604.47680664           3604.47680664     1        2.73195
MOD:  7   2630000    2                 1            628.52825928            628.52825928           3594.08496094           3594.08496094     1        2.72407
MOD:  7   2640000    5                 0         903532.12500000            608.58465576           3602.40014648           3602.40014648     1        2.73037
MOD:  7   2650000    5                 0          85381.64062500            586.62646484           3613.59692383           3613.59692383     1        2.73886
MOD:  7   2660000    2                 1            580.14117432            580.14117432           3617.90649414           3617.90649414     1        2.74212
MOD:  7   2670000    1                 0            986.61499023            643.81060791           3463.98852539           3586.28833008     1        2.71816
MOD:  7   2680000    4                -1            563.18200684            563.18200684           3626.06860352           3626.06860352     1        2.74831
MOD:  7   2690000    1                 0            844.55633545            561.01434326           3511.54589844           3628.74340820     1        2.75034
MOD:  7   2700000    4                -1            608.65991211            608.65991211           3603.01098633           3603.01098633     1        2.73083
MOD:  7   2710000    3                 0            753.96313477            639.70220947           3587.77075195           3587.77075195     1        2.71928
MOD:  7   2720000    1                 0            735.39996338            505.71392822           3549.12353516           3656.40136719     1        2.77130
MOD:  7   2730000    4                 0            602.52539062            597.58020020           3607.76147461           3607.76147461     1        2.73443
MOD:  7   2740000    2                 1            570.59216309            570.59216309           3622.46093750           3622.46093750     1        2.74558
MOD:  7   2750000    4                 0            665.98699951            659.38262939           3579.75952148           3579.75952148     1        2.71321
MOD:  7   2760000    5                 1            558.75286865            558.75286865           3627.09912109           3627.09912109     1        2.74909
MOD:  7   2770000    1                 0            381.41259766            544.59722900           3736.41455078           3634.37329102     1        2.75460
MOD:  7   2780000    4                 1            535.85809326            535.85809326           3639.17333984           3639.17333984     1        2.75824
MOD:  7   2790000    4                -1            603.55865479            603.55865479           3607.36425781           3607.36425781     1        2.73413
MOD:  7   2800000    2                 1            571.67956543            571.67956543           3620.35180664           3620.35180664     1        2.74398
MOD:  7   2810000    3                 1            575.30438232            575.30438232           3621.72680664           3621.72680664     1        2.74502
MOD:  7   2820000    1                 0            840.65222168            611.42181396           3509.92602539           3601.14526367     1        2.72942
MOD:  7   2830000    2                 1            542.37286377            542.37286377           3636.76757812           3636.76757812     1        2.75642
MOD:  7   2840000    5                 1            598.15795898            598.15795898           3608.95556641           3608.95556641     1        2.73534
MOD:  7   2850000    2                 1            616.75726318            616.75726318           3599.35522461           3599.35522461     1        2.72806
MOD:  7   2860000    3                 1            572.72460938            572.72460938           3621.35107422           3621.35107422     1        2.74473
MOD:  7   2870000    5                 0         215033.20312500            600.52593994           3606.41308594           3606.41308594     1        2.73341
MOD:  7   2880000    2                 1            654.65368652            654.65368652           3584.11230469           3584.11230469     1        2.71651
MOD:  7   2890000    2                 1            564.16235352            564.16235352           3625.83911133           3625.83911133     1        2.74814
MOD:  7   2900000    3                 0          23837.99023438            556.44586182           3627.74951172           3627.74951172     1        2.74958
MOD:  7   2910000    1                 0            499.45150757            586.15234375           3659.91894531           3614.05932617     1        2.73921
MOD:  7   2920000    2                 1            553.19940186            553.19940186           3629.54663086           3629.54663086     1        2.75095
MOD:  7   2930000    1                 0            606.70550537            566.95703125           3602.98632812           3622.39941406     1        2.74553
MOD:  7   2940000    2                 1            578.75762939            578.75762939           3619.10107422           3619.10107422     1        2.74303
MOD:  7   2950000    4                 1            569.51733398            569.51733398           3621.75268555           3621.75268555     1        2.74504
MOD:  7   2960000    5                 1            568.44946289            568.44946289           3622.64477539           3622.64477539     1        2.74572
MOD:  7   2970000    3                 0          31418.33398438            624.56829834           3595.43652344           3595.43652344     1        2.72509
MOD:  7   2980000    5                 1            645.96093750            645.96093750           3587.10644531           3587.10644531     1        2.71878
MOD:  7   2990000    3                 0           4019.37109375            515.83203125           3650.58935547           3650.58935547     1        2.76690
MOD:  7   3000000    5                 0         477028.68750000            576.23297119           3617.89550781           3617.89550781     1        2.74212
MOD:  7   3010000    4                 1            557.01916504            557.01916504           3628.70678711           3628.70678711     1        2.75031
MOD:  7   3020000    5                 0         368268.21875000            547.23376465           3634.35766602           3634.35766602     1        2.75459
MOD:  7   3030000    5                 0        1524652.87500000            498.52465820           3661.82495117           3661.82495117     1        2.77541
MOD:  7   3040000    2                 1            554.65600586            554.65600586           3631.32983398           3631.32983398     1        2.75230
MOD:  7   3050000    5                 0         687591.12500000            610.93286133           3604.32934570           3604.32934570     1        2.73183
MOD:  7   3060000    2                 1            474.11309814            474.11309814           3675.31665039           3675.31665039     1        2.78564
MOD:  7   3070000    3                 1            581.52319336            581.52319336           3616.39331055           3616.39331055     1        2.74098
MOD:  7   3080000    3                 0            610.64624023            599.23516846           3606.97851562           3606.97851562     1        2.73384
MOD:  7   3090000    2                 1            543.38568115            543.38568115           3634.94116211           3634.94116211     1        2.75503
MOD:  7   3100000    2                 1            599.03375244            599.03375244           3608.04809570           3608.04809570     1        2.73465
MOD:  7   3110000    2                 1            589.61572266            589.61572266           3612.01147461           3612.01147461     1        2.73766
MOD:  7   3120000    5                 1            630.89532471            630.89532471           3592.20776367           3592.20776367     1        2.72265
MOD:  7   3130000    3                 1            582.77740479            582.77740479           3614.87011719           3614.87011719     1        2.73982
MOD:  7   3140000    1                 0            762.79913330            552.27905273           3537.77856445           3630.30126953     1        2.75152
MOD:  7   3150000    3                 0           3347.53662109            556.14581299           3628.31884766           3628.31884766     1        2.75002
MOD:  7   3160000    3                 1            588.82440186            588.82440186           3612.16625977           3612.16625977     1        2.73777
MOD:  7   3170000    3                 0           9151.61132812            496.40093994           3660.86523438           3660.86523438     1        2.77468
MOD:  7   3180000    2                 1            552.39129639            552.39129639           3630.61865234           3630.61865234     1        2.75176
MOD:  7   3190000    1                 0            460.65902710            587.90258789           3682.19921875           3612.32080078     1        2.73789
MOD:  7   3200000    4                 1            588.79235840            588.79235840           3612.77709961           3612.77709961     1        2.73824
MOD:  7   3210000    5                 1            614.50427246            614.50427246           3602.37695312           3602.37695312     1        2.73035
MOD:  7   3220000    4                -1            613.06994629            613.06994629           3600.55224609           3600.55224609     1        2.72897
MOD:  7   3230000    2                 1            573.25054932            573.25054932           3623.03710938           3623.03710938     1        2.74601
MOD:  7   3240000    2                 1            531.68914795            531.68914795           3641.18383789           3641.18383789     1        2.75977
MOD:  7   3250000    5                 0        2458790.50000000            558.13336182           3628.07055664           3628.07055664     1        2.74983
MOD:  7   3260000    4                 1            587.74902344            587.74902344           3614.11181641           3614.11181641     1        2.73925
MOD:  7   3270000    5                 0         373324.87500000            619.29022217           3597.77172852           3597.77172852     1        2.72686
MOD:  7   3280000    1                 0            819.15057373            594.51672363           3517.03149414           3608.86035156     1        2.73527
MOD:  7   3290000    5                 0        2495044.25000000            605.03491211           3603.73315430           3603.73315430     1        2.73138
MOD:  7   3300000    2                 1            530.77703857            530.77703857           3641.47363281           3641.47363281     1        2.75999
MOD:  7   3310000    2                 1            627.71343994            627.71343994           3594.96630859           3594.96630859     1        2.72474
MOD:  7   3320000    5                 1            556.72302246            556.72302246           3628.41625977           3628.41625977     1        2.75009
MOD:  7   3330000    2                 1            593.86029053            593.86029053           3610.73925781           3610.73925781     1        2.73669
MOD:  7   3340000    1                 0            731.00482178            591.56768799           3549.84643555           3610.48242188     1        2.73650
