MOD:   CHAIN   MOVE      ACC      LPPD           LPPD0             LHNORM         LHNORM0  N  HPARAM
MOD: 37   4750000    5                 1            566.31701660            566.31701660           3625.99145508           3625.99145508     1        2.74825
MOD: 37   4760000    1                -1            549.74340820            549.74340820           3632.69165039           3632.69165039     1        2.75333
MOD: 37   4770000    1                 0            360.90078735            560.09033203           3753.62744141           3627.71240234     1        2.74956
MOD: 37   4780000    2                 1            572.13592529            572.13592529           3620.04345703           3620.04345703     1        2.74374
MOD: 37   4790000    1                 0            444.40005493            618.89099121           3693.19921875           3598.30908203     1        2.72727
MOD: 37   4800000    4                 0            571.13189697            561.47186279           3625.74853516           3625.74853516     1        2.74807
MOD: 37   4810000    3                 0           6231.08251953            573.48010254           3620.94287109           3620.94287109     1        2.74443
MOD: 37   4820000    3                 0          24954.75390625            638.20581055           3588.77954102           3588.77954102     1        2.72005
MOD: 37   4830000    3                 1            619.63983154            619.63983154           3596.92138672           3596.92138672     1        2.72622
MOD: 37   4840000    4                -1            577.92852783            577.92852783           3622.36914062           3622.36914062     1        2.74551
MOD: 37   4850000    1                 0            698.83764648            549.54150391           3564.61743164           3633.47338867     1        2.75392
MOD: 37   4860000    5                 1            513.19818115            513.19818115           3652.89208984           3652.89208984     1        2.76864
MOD: 37   4870000    1                 0            802.08709717            614.58917236           3522.97460938           3599.25854492     1        2.72799
MOD: 37   4880000    2                 1            580.80718994            580.80718994           3616.30664062           3616.30664062     1        2.74091
MOD: 37   4890000    2                 1            612.10583496            612.10583496           3602.77270508           3602.77270508     1        2.73065
MOD: 37   4900000    3                 0            798.82525635            582.37554932           3616.17675781           3616.17675781     1        2.74081
MOD: 37   4910000    3                 0          13042.01757812            526.56677246           3645.24511719           3645.24511719     1        2.76284
MOD: 37   4920000    1                 1            585.45312500            585.45312500           3613.26489258           3613.26489258     1        2.73861
MOD: 37   4930000    5                 0          87116.38281250            626.18206787           3594.15893555           3594.15893555     1        2.72412
MOD: 37   4940000    1                 1            568.14550781            568.14550781           3622.47729492           3622.47729492     1        2.74559
MOD: 37   4950000    1                 0            381.86032104            541.04644775           3735.89965820           3636.06860352     1        2.75589
MOD: 37   4960000    2                 1            559.06414795            559.06414795           3626.75170898           3626.75170898     1        2.74883
MOD: 37   4970000    2                 1            594.22802734            594.22802734           3610.53515625           3610.53515625     1        2.73654
MOD: 37   4980000    2                 1            583.10736084            583.10736084           3614.96191406           3614.96191406     1        2.73989
MOD: 37   4990000    5                 0         366546.21875000            600.44805908           3606.97680664           3606.97680664     1        2.73384
MOD: 37   5000000    3                 1            649.46398926            649.46398926           3584.50048828           3584.50048828     1        2.71680
MOD: 38     10000    6                 0            571.63958740            551.01208496           3609.06054688           3609.06054688     8        2.73542
MOD: 38     20000    6                 0            698.04541016            622.17602539           3572.08325195           3572.08325195     5        2.70739
MOD: 38     30000    6                 0            593.97613525            527.67803955           3626.17285156           3626.17285156     5        2.74839
MOD: 38     40000    4                -1            524.27185059            524.27185059           3623.54296875           3623.54296875     5        2.74640
MOD: 38     50000    2                 0            590.49560547            571.75177002           3603.28076172           3603.28076172     5        2.73104
MOD: 38     60000    1                 0            702.82543945            563.79168701           3561.84179688           3624.99291992     1        2.74749
MOD: 38     70000    4                 0            605.03381348            594.84075928           3610.08422852           3610.08422852     1        2.73620
MOD: 38     80000    3                 0           2194.75097656            560.03240967           3626.77221680           3626.77221680     1        2.74884
MOD: 38     90000    5                 0         965128.00000000            555.16070557           3629.52612305           3629.52612305     1        2.75093
MOD: 38    100000    3                 0           8652.24218750            620.36474609           3596.86889648           3596.86889648     1        2.72618
MOD: 38    110000    3                 0           8227.87109375            563.68542480           3625.73339844           3625.73339844     1        2.74806
MOD: 38    120000    2                 1            614.45001221            614.45001221           3599.36645508           3599.36645508     1        2.72807
MOD: 38    130000    1                -1            623.26788330            623.26788330           3596.33789062           3596.33789062     1        2.72578
MOD: 38    140000    2                 1            549.30426025            549.30426025           3632.17260742           3632.17260742     1        2.75294
MOD: 38    150000    5                 1            602.99816895            602.99816895           3605.07739258           3605.07739258     1        2.73240
MOD: 38    160000    2                 1            592.34478760            592.34478760           3610.92211914           3610.92211914     1        2.73683
MOD: 38    170000    5                 0         356245.43750000            542.13543701           3636.20507812           3636.20507812     1        2.75599
MOD: 38    180000    1                 0            373.98001099            570.47631836           3743.46606445           3622.48583984     1        2.74559
MOD: 38    190000    2                 1            547.36456299            547.36456299           3635.04931641           3635.04931641     1        2.75512
MOD: 38    200000    1                 0            407.34918213            599.41448975           3717.53662109           3606.86645508     1        2.73376
MOD: 38    210000    1                -1            619.83612061            619.83612061           3597.16040039           3597.16040039     1        2.72640
MOD: 38    220000    1                 0            686.13580322            508.52243042           3569.99829102           3655.82373047     1        2.77086
MOD: 38    230000    1                 0            458.88327026            588.57110596           3684.52880859           3613.21850586     1        2.73857
MOD: 38    240000    5                 1            504.09976196            504.09976196           3656.32788086           3656.32788086     1        2.77124
MOD: 38    250000    4                 0            544.14831543            539.50189209           3638.27270508           3638.27270508     1        2.75756
MOD: 38    260000    1                 0            363.94625854            532.35162354           3749.94628906           3640.99096680     1        2.75962
MOD: 38    270000    1                 0            403.92843628            527.25866699           3719.85375977           3643.51513672     1        2.76153
MOD: 38    280000    1                 0            382.79067993            553.69006348           3737.98120117           3632.22924805     1        2.75298
MOD: 38    290000    3                 0           6031.75683594            595.03521729           3608.72338867           3608.72338867     1        2.73516
MOD: 38    300000    5                 1            523.35046387            523.35046387           3646.70019531           3646.70019531     1        2.76395
MOD: 38    310000    5                 1            547.65966797            547.65966797           3632.47436523           3632.47436523     1        2.75317
MOD: 38    320000    1                 0            713.14300537            574.78094482           3559.47753906           3621.27343750     1        2.74468
MOD: 38    330000    3                 1            591.00250244            591.00250244           3610.99096680           3610.99096680     1        2.73688
MOD: 38    340000    3                 0          17106.57812500            586.42877197           3612.83154297           3612.83154297     1        2.73828
MOD: 38    350000    4                -1            543.88977051            543.88977051           3634.49218750           3634.49218750     1        2.75469
MOD: 38    360000    5                 1            534.32812500            534.32812500           3642.07543945           3642.07543945     1        2.76044
MOD: 38    370000    4                 0            647.66998291            638.76153564           3592.20385742           3592.20385742     1        2.72264
MOD: 38    380000    4                -1            596.58489990            596.58489990           3609.35375977           3609.35375977     1        2.73564
MOD: 38    390000    4                 0            639.36541748            617.77313232           3599.37890625           3599.37890625     1        2.72808
MOD: 38    400000    1                 0            762.15270996            644.97125244           3542.22070312           3590.04931641     1        2.72101
MOD: 38    410000    5                 1            592.07830811            592.07830811           3611.05908203           3611.05908203     1        2.73693
MOD: 38    420000    5                 1            610.24060059            610.24060059           3603.33154297           3603.33154297     1        2.73108
MOD: 38    430000    1                 0            655.41424561            577.64233398           3580.77807617           3616.96655273     1        2.74141
MOD: 38    440000    4                 1            599.40344238            599.40344238           3607.77563477           3607.77563477     1        2.73445
MOD: 38    450000    1                 0            516.72076416            585.34869385           3650.22729492           3614.49926758     1        2.73954
MOD: 38    460000    4                 1            565.76861572            565.76861572           3623.72045898           3623.72045898     1        2.74653
MOD: 38    470000    3                 0           6176.27343750            526.62182617           3644.88110352           3644.88110352     1        2.76257
MOD: 38    480000    2                 1            543.79046631            543.79046631           3639.02734375           3639.02734375     1        2.75813
MOD: 38    490000    2                 1            498.23797607            498.23797607           3660.69824219           3660.69824219     1        2.77456
MOD: 38    500000    3                 1            531.16693115            531.16693115           3643.91625977           3643.91625977     1        2.76184
MOD: 38    510000    2                 1            601.72613525            601.72613525           3606.18945312           3606.18945312     1        2.73324
MOD: 38    520000    5                 0         236581.68750000            576.73199463           3618.17456055           3618.17456055     1        2.74233
MOD: 38    530000    3                 0          44968.46875000            660.93420410           3578.64501953           3578.64501953     1        2.71237
MOD: 38    540000    4                 1            589.04858398            589.04858398           3611.61328125           3611.61328125     1        2.73735
MOD: 38    550000    5                 1            510.64944458            510.64944458           3653.27783203           3653.27783203     1        2.76893
MOD: 38    560000    5                 0         151809.18750000            557.27728271           3628.18823242           3628.18823242     1        2.74992
MOD: 38    570000    4                 1            569.99853516            569.99853516           3621.15625000           3621.15625000     1        2.74459
MOD: 38    580000    3                 0          28651.43945312            591.03936768           3610.70483398           3610.70483398     1        2.73667
MOD: 38    590000    2                 1            586.35290527            586.35290527           3613.23291016           3613.23291016     1        2.73858
MOD: 38    600000    5                 0        2542707.75000000            552.37561035           3630.47094727           3630.47094727     1        2.75165
MOD: 38    610000    2                 1            513.75762939            513.75762939           3650.75170898           3650.75170898     1        2.76702
MOD: 38    620000    2                 1            661.96838379            661.96838379           3579.66137695           3579.66137695     1        2.71314
MOD: 38    630000    3                 0          30681.24414062            557.98400879           3627.22534180           3627.22534180     1        2.74919
MOD: 38    640000    2                 1            526.60015869            526.60015869           3644.96435547           3644.96435547     1        2.76263
MOD: 38    650000    3                 0          34246.28125000            559.80236816           3626.07446289           3626.07446289     1        2.74831
MOD: 38    660000    2                 1            619.69079590            619.69079590           3597.40600586           3597.40600586     1        2.72659
MOD: 38    670000    1                 0            442.05401611            504.83303833           3695.27685547           3657.23071289     1        2.77193
MOD: 38    680000    4                 0            531.71429443            526.33557129           3645.25390625           3645.25390625     1        2.76285
MOD: 38    690000    1                 1            562.21484375            562.21484375           3624.93676758           3624.93676758     1        2.74745
MOD: 38    700000    5                 0         101607.55468750            560.27093506           3626.22509766           3626.22509766     1        2.74843
MOD: 38    710000    4                 0            593.53356934            593.21319580           3609.90356445           3609.90356445     1        2.73606
MOD: 38    720000    4                 1            570.04766846            570.04766846           3621.49707031           3621.49707031     1        2.74485
MOD: 38    730000    4                 1            606.37597656            606.37597656           3603.62280273           3603.62280273     1        2.73130
MOD: 38    740000    3                 0          10425.45312500            543.22857666           3634.82055664           3634.82055664     1        2.75494
MOD: 38    750000    1                 0            394.23507690            589.16058350           3727.10034180           3611.99877930     1        2.73765
MOD: 38    760000    3                 0          11606.73339844            597.32635498           3607.48583984           3607.48583984     1        2.73423
MOD: 38    770000    5                 0         556697.93750000            587.34216309           3616.17431641           3616.17431641     1        2.74081
MOD: 38    780000    5                 1            621.15478516            621.15478516           3597.65600586           3597.65600586     1        2.72678
MOD: 38    790000    5                 1            575.64019775            575.64019775           3618.88842773           3618.88842773     1        2.74287
MOD: 38    800000    5                 0        1178126.12500000            642.07171631           3587.19873047           3587.19873047     1        2.71885
MOD: 38    810000    4                 0            591.52911377            574.02465820           3619.95068359           3619.95068359     1        2.74367
MOD: 38    820000    5                 1            520.10980225            520.10980225           3648.60009766           3648.60009766     1        2.76539
MOD: 38    830000    3                 0           1869.34826660            499.32382202           3659.21435547           3659.21435547     1        2.77343
MOD: 38    840000    2                 1            540.76446533            540.76446533           3636.46533203           3636.46533203     1        2.75619
MOD: 38    850000    4                 0            612.51019287            610.78918457           3601.60327148           3601.60327148     1        2.72977
MOD: 38    860000    5                 1            555.58850098            555.58850098           3631.06298828           3631.06298828     1        2.75210
MOD: 38    870000    4                 0            589.72076416            588.09191895           3613.59814453           3613.59814453     1        2.73886
MOD: 38    880000    1                 0            655.01214600            569.72717285           3582.04638672           3622.01220703     1        2.74524
MOD: 38    890000    2                 1            645.95550537            645.95550537           3585.42553711           3585.42553711     1        2.71751
MOD: 38    900000    4                 0            543.17218018            540.61883545           3639.17675781           3639.17675781     1        2.75825
MOD: 38    910000    5                 1            602.48522949            602.48522949           3606.59936523           3606.59936523     1        2.73355
MOD: 38    920000    4                 0            565.67169189            561.59039307           3626.19897461           3626.19897461     1        2.74841
MOD: 38    930000    1                -1            552.39215088            552.39215088           3629.83813477           3629.83813477     1        2.75117
MOD: 38    940000    5                 1            619.41497803            619.41497803           3599.18627930           3599.18627930     1        2.72794
MOD: 38    950000    5                 1            585.78491211            585.78491211           3613.97949219           3613.97949219     1        2.73915
MOD: 38    960000    5                 0        3387547.75000000            524.68231201           3645.75488281           3645.75488281     1        2.76323
MOD: 38    970000    1                 0            873.93048096            582.22448730           3499.90600586           3616.26635742     1        2.74088
MOD: 38    980000    4                -1            535.89050293            535.89050293           3638.80761719           3638.80761719     1        2.75797
MOD: 38    990000    1                 0            598.30590820            585.04876709           3608.00708008           3614.42675781     1        2.73949
MOD: 38   1000000    2                 1            568.50695801            568.50695801           3622.17797852           3622.17797852     1        2.74536
MOD: 38   1010000    5                 1            565.83917236            565.83917236           3624.04150391           3624.04150391     1        2.74677
MOD: 38   1020000    1                 0            417.68688965            571.86553955           3710.08715820           3620.07690430     1        2.74377
MOD: 38   1030000    2                 1            584.22497559            584.22497559           3618.29028320           3618.29028320     1        2.74241
MOD: 38   1040000    3                 0           5046.98095703            594.29858398           3609.26464844           3609.26464844     1        2.73557
MOD: 38   1050000    3                 0            992.58618164            573.51062012           3620.59106445           3620.59106445     1        2.74416
MOD: 38   1060000    2                 1            535.39868164            535.39868164           3641.59130859           3641.59130859     1        2.76008
MOD: 38   1070000    2                 1            603.40124512            603.40124512           3606.06713867           3606.06713867     1        2.73315
MOD: 38   1080000    1                 0            445.32333374            583.97930908           3691.96093750           3614.30102539     1        2.73939
MOD: 38   1090000    1                 0            784.10302734            583.25628662           3531.72778320           3616.50732422     1        2.74106
MOD: 38   1100000    1                 0            897.20745850            610.21441650           3495.23364258           3605.67285156     1        2.73285
MOD: 38   1110000    1                 0            785.29907227            563.61779785           3529.49267578           3624.52148438     1        2.74714
MOD: 38   1120000    5                 0          35698.61718750            547.46569824           3640.18408203           3640.18408203     1        2.75901
MOD: 38   1130000    5                 0        1972867.00000000            596.05712891           3608.74340820           3608.74340820     1        2.73518
MOD: 38   1140000    3                 1            600.40362549            600.40362549           3607.14990234           3607.14990234     1        2.73397
MOD: 38   1150000    5                 1            595.46417236            595.46417236           3608.56030273           3608.56030273     1        2.73504
MOD: 38   1160000    1                 0            436.94683838            647.01782227           3698.40893555           3585.94018555     1        2.71790
MOD: 38   1170000    2                 1            530.67071533            530.67071533           3641.34375000           3641.34375000     1        2.75989
MOD: 38   1180000    3                 0           2729.03906250            527.65197754           3643.52954102           3643.52954102     1        2.76154
MOD: 38   1190000    1                 0            647.44433594            534.69354248           3586.81225586           3641.63085938     1        2.76011
MOD: 38   1200000    5                 1            589.92700195            589.92700195           3611.05737305           3611.05737305     1        2.73693
MOD: 38   1210000    3                 1            522.95104980            522.95104980           3650.79858398           3650.79858398     1        2.76705
MOD: 38   1220000    5                 0         443479.93750000            591.00952148           3610.81762695           3610.81762695     1        2.73675
MOD: 38   1230000    3                 1            588.87640381            588.87640381           3611.70361328           3611.70361328     1        2.73742
MOD: 38   1240000    4                 1            588.95263672            588.95263672           3613.62426758           3613.62426758     1        2.73888
MOD: 38   1250000    3                 1            585.97772217            585.97772217           3613.65429688           3613.65429688     1        2.73890
MOD: 38   1260000    1                 0            462.01315308            651.94635010           3682.21191406           3583.55004883     1        2.71608
MOD: 38   1270000    4                -1            570.71630859            570.71630859           3622.67309570           3622.67309570     1        2.74574
MOD: 38   1280000    3                 0            612.59411621            565.93493652           3624.01733398           3624.01733398     1        2.74676
MOD: 38   1290000    5                 1            555.65570068            555.65570068           3628.51831055           3628.51831055     1        2.75017
MOD: 38   1300000    3                 0            580.06640625            522.98425293           3646.20898438           3646.20898438     1        2.76358
MOD: 38   1310000    3                 0           9181.08691406            598.77685547           3607.56298828           3607.56298828     1        2.73428
MOD: 38   1320000    1                 0            760.93170166            555.74890137           3538.44921875           3628.47509766     1        2.75013
MOD: 38   1330000    1                 0            936.53277588            642.67797852           3479.49536133           3587.37402344     1        2.71898
MOD: 38   1340000    2                 1            576.83428955            576.83428955           3618.86059570           3618.86059570     1        2.74285
MOD: 38   1350000    3                 1            640.29418945            640.29418945           3591.32055664           3591.32055664     1        2.72197
MOD: 38   1360000    1                 0            758.06878662            490.35205078           3539.82666016           3664.64013672     1        2.77754
MOD: 38   1370000    4                -1            552.50646973            552.50646973           3632.26074219           3632.26074219     1        2.75300
MOD: 38   1380000    4                 0            551.46984863            548.24163818           3633.89868164           3633.89868164     1        2.75424
MOD: 38   1390000    2                 1            570.18853760            570.18853760           3621.46044922           3621.46044922     1        2.74482
MOD: 38   1400000    3                 1            631.67962646            631.67962646           3591.91967773           3591.91967773     1        2.72243
MOD: 38   1410000    1                 0            830.92333984            594.54907227           3515.45654297           3611.35791016     1        2.73716
MOD: 38   1420000    1                 0            363.72393799            562.19580078           3750.01562500           3625.25805664     1        2.74770
MOD: 38   1430000    2                 1            597.99102783            597.99102783           3608.66015625           3608.66015625     1        2.73512
MOD: 38   1440000    3                 0           2076.59472656            541.21447754           3635.67529297           3635.67529297     1        2.75559
MOD: 38   1450000    5                 1            546.43609619            546.43609619           3634.29516602           3634.29516602     1        2.75455
MOD: 38   1460000    3                 0          13888.45312500            563.61151123           3625.98535156           3625.98535156     1        2.74825
MOD: 38   1470000    1                 0            803.90338135            614.37994385           3522.54150391           3599.57128906     1        2.72823
MOD: 38   1480000    1                 0            480.38571167            587.73059082           3671.41162109           3613.63061523     1        2.73888
MOD: 38   1490000    5                 1            618.96856689            618.96856689           3597.59155273           3597.59155273     1        2.72673
MOD: 38   1500000    4                 0            549.71026611            547.45245361           3635.20776367           3635.20776367     1        2.75524
MOD: 38   1510000    4                 1            562.69946289            562.69946289           3625.51733398           3625.51733398     1        2.74789
MOD: 38   1520000    3                 0          32080.39062500            610.46472168           3601.31958008           3601.31958008     1        2.72955
MOD: 38   1530000    5                 0         329529.78125000            569.12054443           3623.16479492           3623.16479492     1        2.74611
MOD: 38   1540000    2                 1            553.57336426            553.57336426           3629.48168945           3629.48168945     1        2.75090
MOD: 38   1550000    2                 1            689.64996338            689.64996338           3569.68652344           3569.68652344     1        2.70558
MOD: 38   1560000    2                 1            568.32568359            568.32568359           3621.70043945           3621.70043945     1        2.74500
MOD: 38   1570000    3                 0            632.24487305            555.06311035           3619.49658203           3619.49658203     2        2.74333
MOD: 38   1580000    2                 1            578.68200684            578.68200684           3617.63989258           3617.63989258     1        2.74192
MOD: 38   1590000    4                -1            533.31433105            533.31433105           3640.70996094           3640.70996094     1        2.75941
MOD: 38   1600000    4                 1            538.81549072            538.81549072           3638.41162109           3638.41162109     1        2.75767
MOD: 38   1610000    2                 1            597.75646973            597.75646973           3609.02636719           3609.02636719     1        2.73539
MOD: 38   1620000    1                -1            546.17578125            546.17578125           3637.40136719           3637.40136719     1        2.75690
MOD: 38   1630000    2                 1            530.16595459            530.16595459           3634.07739258           3634.07739258     2        2.75438
MOD: 38   1640000    5                 1            583.72149658            583.72149658           3614.02734375           3614.02734375     1        2.73918
MOD: 38   1650000    1                 1            583.42834473            583.42834473           3614.80957031           3614.80957031     1        2.73978
MOD: 38   1660000    5                 0          26021.51757812            603.99774170           3604.18359375           3604.18359375     1        2.73172
MOD: 38   1670000    3                 0          40906.76171875            555.79711914           3628.07470703           3628.07470703     1        2.74983
MOD: 38   1680000    4                 1            613.07440186            613.07440186           3602.27563477           3602.27563477     1        2.73028
MOD: 38   1690000    2                 1            542.39666748            542.39666748           3635.33178711           3635.33178711     1        2.75533
MOD: 38   1700000    4                 1            622.63110352            622.63110352           3596.44531250           3596.44531250     1        2.72586
MOD: 38   1710000    3                 1            540.71685791            540.71685791           3637.44091797           3637.44091797     1        2.75693
MOD: 38   1720000    2                 1            586.40423584            586.40423584           3612.91284180           3612.91284180     1        2.73834
MOD: 38   1730000    4                -1            530.40679932            530.40679932           3643.12109375           3643.12109375     1        2.76123
MOD: 38   1740000    4                 0            577.65087891            576.62902832           3618.83984375           3618.83984375     1        2.74283
MOD: 38   1750000    5                 1            513.48559570            513.48559570           3651.83837891           3651.83837891     1        2.76784
MOD: 38   1760000    3                 0            987.95703125            566.90142822           3623.06030273           3623.06030273     1        2.74603
MOD: 38   1770000    2                 1            600.57928467            600.57928467           3607.18457031           3607.18457031     1        2.73400
MOD: 38   1780000    2                 1            593.44219971            593.44219971           3614.14526367           3614.14526367     1        2.73927
MOD: 38   1790000    3                 0           9014.82714844            597.86694336           3607.48803711           3607.48803711     1        2.73423
MOD: 38   1800000    5                 1            601.27362061            601.27362061           3606.14086914           3606.14086914     1        2.73321
MOD: 38   1810000    3                 0           4181.54492188            538.85076904           3637.78955078           3637.78955078     1        2.75719
MOD: 38   1820000    4                 1            534.14013672            534.14013672           3640.24584961           3640.24584961     1        2.75906
MOD: 38   1830000    3                 0           5521.81640625            531.02783203           3642.65502930           3642.65502930     1        2.76088
MOD: 38   1840000    2                 1            651.72265625            651.72265625           3585.51953125           3585.51953125     1        2.71758
MOD: 38   1850000    3                 0           8270.81835938            569.02374268           3623.90747070           3623.90747070     1        2.74667
MOD: 38   1860000    2                 1            539.84960938            539.84960938           3638.19482422           3638.19482422     1        2.75750
MOD: 38   1870000    3                 0            775.63562012            561.39770508           3625.85791016           3625.85791016     1        2.74815
MOD: 38   1880000    4                 1            546.77819824            546.77819824           3634.12426758           3634.12426758     1        2.75442
MOD: 38   1890000    5                 1            537.10168457            537.10168457           3638.86694336           3638.86694336     1        2.75801
MOD: 38   1900000    5                 1            634.65148926            634.65148926           3590.87133789           3590.87133789     1        2.72163
MOD: 38   1910000    4                 0            559.15802002            550.09265137           3634.88134766           3634.88134766     1        2.75499
MOD: 38   1920000    2                 1            605.16131592            605.16131592           3604.16040039           3604.16040039     1        2.73171
MOD: 38   1930000    3                 1            585.94421387            585.94421387           3613.09619141           3613.09619141     1        2.73848
MOD: 38   1940000    4                 1            604.60644531            604.60644531           3597.52294922           3597.52294922     2        2.72667
MOD: 38   1950000    1                 0            408.95303345            581.19818115           3716.00952148           3615.30737305     1        2.74015
MOD: 38   1960000    1                 0            374.08944702            581.71533203           3742.05932617           3615.57348633     1        2.74036
MOD: 38   1970000    1                 0            369.87161255            542.47796631           3746.40673828           3636.67993164     1        2.75635
MOD: 38   1980000    4                 1            573.51458740            573.51458740           3620.29199219           3620.29199219     1        2.74393
MOD: 38   1990000    4                -1            561.02386475            561.02386475           3628.39624023           3628.39624023     1        2.75007
MOD: 38   2000000    3                 1            622.82781982            622.82781982           3596.15185547           3596.15185547     1        2.72564
MOD: 38   2010000    5                 0         762128.18750000            541.03631592           3637.59863281           3637.59863281     1        2.75705
MOD: 38   2020000    3                 1            598.59558105            598.59558105           3607.87329102           3607.87329102     1        2.73452
MOD: 38   2030000    2                 1            574.52258301            574.52258301           3619.96313477           3619.96313477     1        2.74368
MOD: 38   2040000    3                 0           7227.75292969            647.23022461           3586.38378906           3586.38378906     1        2.71823
MOD: 38   2050000    1                 0            615.90936279            549.37707520           3599.47973633           3632.23120117     1        2.75298
MOD: 38   2060000    4                 1            579.99005127            579.99005127           3616.00073242           3616.00073242     1        2.74068
MOD: 38   2070000    1                 0            374.13116455            577.12072754           3741.60888672           3617.42651367     1        2.74176
MOD: 38   2080000    4                 1            591.11010742            591.11010742           3612.53271484           3612.53271484     1        2.73805
MOD: 38   2090000    3                 0          11208.96679688            562.68762207           3625.11181641           3625.11181641     1        2.74759
MOD: 38   2100000    4                 0            577.66302490            567.40264893           3625.56469727           3625.56469727     1        2.74793
MOD: 38   2110000    3                 0            781.57379150            548.27807617           3632.24975586           3632.24975586     1        2.75300
MOD: 38   2120000    2                 1            591.49676514            591.49676514           3611.09228516           3611.09228516     1        2.73696
MOD: 38   2130000    3                 0           6001.29589844            559.85949707           3628.18676758           3628.18676758     1        2.74992
MOD: 38   2140000    3                 0          11933.23046875            614.96398926           3599.75048828           3599.75048828     1        2.72836
MOD: 38   2150000    5                 0          36310.80078125            601.72448730           3606.40112305           3606.40112305     1        2.73340
MOD: 38   2160000    2                 1            546.00469971            546.00469971           3633.46240234           3633.46240234     1        2.75391
MOD: 38   2170000    3                 1            584.69628906            584.69628906           3614.46997070           3614.46997070     1        2.73952
MOD: 38   2180000    5                 1            565.35015869            565.35015869           3624.91137695           3624.91137695     1        2.74743
MOD: 38   2190000    2                 1            566.69799805            566.69799805           3622.63842773           3622.63842773     1        2.74571
MOD: 38   2200000    1                 0            741.10101318            543.01397705           3545.77563477           3634.87768555     1        2.75499
MOD: 38   2210000    1                 0            520.90509033            573.96868896           3650.34619141           3622.55346680     1        2.74565
MOD: 38   2220000    2                 1            598.04235840            598.04235840           3608.51342773           3608.51342773     1        2.73500
MOD: 38   2230000    5                 1            533.86376953            533.86376953           3640.91064453           3640.91064453     1        2.75956
MOD: 38   2240000    5                 1            545.63287354            545.63287354           3634.83764648           3634.83764648     1        2.75496
MOD: 38   2250000    5                 1            495.25640869            495.25640869           3661.77783203           3661.77783203     1        2.77538
MOD: 38   2260000    4                 0            531.85949707            530.78582764           3643.72460938           3643.72460938     1        2.76169
MOD: 38   2270000    2                 1            593.14910889            593.14910889           3609.83837891           3609.83837891     1        2.73601
MOD: 38   2280000    4                 0            602.39947510            594.32037354           3609.52514648           3609.52514648     1        2.73577
MOD: 38   2290000    2                 1            516.01007080            516.01007080           3649.91357422           3649.91357422     1        2.76638
MOD: 38   2300000    1                 0            812.53649902            548.69616699           3521.66381836           3634.14843750     1        2.75443
MOD: 38   2310000    4                -1            566.22680664            566.22680664           3622.94360352           3622.94360352     1        2.74594
MOD: 38   2320000    4                 1            546.46545410            546.46545410           3633.46484375           3633.46484375     1        2.75392
MOD: 38   2330000    2                 1            613.50665283            613.50665283           3602.89819336           3602.89819336     1        2.73075
MOD: 38   2340000    4                -1            555.56915283            555.56915283           3628.84667969           3628.84667969     1        2.75042
MOD: 38   2350000    3                 0            871.51129150            558.35778809           3626.81323242           3626.81323242     1        2.74887
MOD: 38   2360000    5                 1            575.16503906            575.16503906           3618.72021484           3618.72021484     1        2.74274
MOD: 38   2370000    3                 0           1491.25341797            624.88604736           3595.32983398           3595.32983398     1        2.72501
MOD: 38   2380000    5                 1            551.10803223            551.10803223           3632.36474609           3632.36474609     1        2.75308
MOD: 38   2390000    2                 1            619.70666504            619.70666504           3598.39770508           3598.39770508     1        2.72734
MOD: 38   2400000    4                -1            529.73541260            529.73541260           3645.56713867           3645.56713867     1        2.76309
MOD: 38   2410000    1                -1            632.46881104            632.46881104           3591.49780273           3591.49780273     1        2.72211
MOD: 38   2420000    5                 1            502.75332642            502.75332642           3657.18017578           3657.18017578     1        2.77189
MOD: 38   2430000    3                 0            539.25708008            534.95562744           3641.12963867           3641.12963867     1        2.75973
MOD: 38   2440000    3                 1            573.80450439            573.80450439           3622.41455078           3622.41455078     1        2.74554
MOD: 38   2450000    1                 0            483.11849976            573.64782715           3668.26855469           3619.06079102     1        2.74300
MOD: 38   2460000    4                 0            603.23413086            593.12896729           3612.00439453           3612.00439453     1        2.73765
MOD: 38   2470000    4                 1            547.35290527            547.35290527           3633.89672852           3633.89672852     1        2.75424
MOD: 38   2480000    5                 0        1706420.00000000            581.92645264           3616.24633789           3616.24633789     1        2.74087
MOD: 38   2490000    2                 1            553.00213623            553.00213623           3630.89672852           3630.89672852     1        2.75197
MOD: 38   2500000    5                 0        1067544.12500000            528.45965576           3643.19775391           3643.19775391     1        2.76129
MOD: 38   2510000    1                 0            816.50012207            540.46405029           3518.11352539           3636.32348633     1        2.75608
MOD: 38   2520000    5                 1            633.00860596            633.00860596           3594.24975586           3594.24975586     1        2.72419
MOD: 38   2530000    3                 0           3158.62841797            593.88464355           3609.24902344           3609.24902344     1        2.73556
MOD: 38   2540000    3                 0          26594.81640625            615.22802734           3600.35400391           3600.35400391     1        2.72882
MOD: 38   2550000    4                -1            610.12988281            610.12988281           3602.82690430           3602.82690430     1        2.73069
MOD: 38   2560000    1                 0            494.92581177            590.90161133           3661.62255859           3610.84301758     1        2.73677
MOD: 38   2570000    2                 1            572.83508301            572.83508301           3621.66552734           3621.66552734     1        2.74497
MOD: 38   2580000    5                 1            628.23913574            628.23913574           3593.30102539           3593.30102539     1        2.72347
MOD: 38   2590000    1                 0            678.31793213            494.31356812           3573.20361328           3663.86547852     1        2.77696
