# Time history of GAMMA retrieved from samples.dat file and interpolated on T record.
#  Time [yrs]        Gamma [ppmv/yr]      Gamma_std+       Gamma_std-
-797099.000000 		 0.000471 	 0.000471 	 0.000471
-796467.000000 		 0.000471 	 0.000471 	 0.000471
-795202.000000 		 0.000471 	 0.000471 	 0.000471
-794608.000000 		 0.000471 	 0.000471 	 0.000471
-793260.000000 		 0.000471 	 0.000471 	 0.000471
-792943.000000 		 0.000471 	 0.000471 	 0.000471
-792081.000000 		 0.000471 	 0.000471 	 0.000471
-791491.000000 		 0.000471 	 0.000471 	 0.000471
-790538.000000 		 0.000471 	 0.000471 	 0.000471
-790153.000000 		 0.000471 	 0.000471 	 0.000471
-789381.000000 		 0.000471 	 0.000471 	 0.000471
-788887.000000 		 0.000471 	 0.000471 	 0.000471
-788033.000000 		 0.000471 	 0.000471 	 0.000471
-787805.000000 		 0.000471 	 0.000471 	 0.000471
-787076.000000 		 0.000471 	 0.000471 	 0.000471
-786587.000000 		 0.000471 	 0.000471 	 0.000471
-785789.000000 		 0.000471 	 0.000471 	 0.000471
-785413.000000 		 0.000471 	 0.000471 	 0.000471
-784692.000000 		 0.000471 	 0.000471 	 0.000471
-784147.000000 		 0.000471 	 0.000471 	 0.000471
-783263.000000 		 0.000471 	 0.000471 	 0.000471
-782059.000000 		 0.000471 	 0.000471 	 0.000471
-781535.000000 		 0.000471 	 0.000471 	 0.000471
-780612.000000 		 0.000471 	 0.000471 	 0.000471
-780268.000000 		 0.000471 	 0.000471 	 0.000471
-779364.000000 		 0.000471 	 0.000471 	 0.000471
-778798.000000 		 0.000471 	 0.000471 	 0.000471
-777900.000000 		 0.000471 	 0.000471 	 0.000471
-777556.000000 		 0.000471 	 0.000471 	 0.000471
-776636.000000 		 0.000471 	 0.000471 	 0.000471
-776037.000000 		 0.000471 	 0.000471 	 0.000471
-775051.000000 		 0.000471 	 0.000471 	 0.000471
-774548.000000 		 0.000471 	 0.000471 	 0.000471
-773680.000000 		 0.000471 	 0.000471 	 0.000471
-773043.000000 		 0.000471 	 0.000471 	 0.000471
-772076.000000 		 0.000471 	 0.000471 	 0.000471
-771708.000000 		 0.000471 	 0.000471 	 0.000471
-771260.000000 		 0.000471 	 0.000471 	 0.000471
-770994.000000 		 0.000471 	 0.000471 	 0.000471
-770724.000000 		 0.000471 	 0.000471 	 0.000471
-770447.000000 		 0.000471 	 0.000471 	 0.000471
-770133.000000 		 0.000471 	 0.000471 	 0.000471
-769787.000000 		 0.000471 	 0.000471 	 0.000471
-769514.000000 		 0.000471 	 0.000471 	 0.000471
-769050.000000 		 0.000471 	 0.000471 	 0.000471
-768655.000000 		 0.000471 	 0.000471 	 0.000471
-767737.000000 		 0.000471 	 0.000471 	 0.000471
-767096.000000 		 0.000471 	 0.000471 	 0.000471
-766110.000000 		 0.000471 	 0.000471 	 0.000471
-765735.000000 		 0.000471 	 0.000471 	 0.000471
-764833.000000 		 0.000471 	 0.000471 	 0.000471
-764249.000000 		 0.000471 	 0.000471 	 0.000471
